x   y   freq
13  69  0
13  70  0
14  1   0
14  2   0
14  3   0
14  4   0
14  5   0
14  6   0
14  7   0
14  8   0
14  9   0
14  10  0.10810811
14  11  0
